SN,Molecule,Binding energy (kcal/mol),SMILES,
1526,A4457,-100.609,O[C@](CNC[C@@H]1CCNC1)(Cn1cncn1)c1ccc(F)cc1F,
1527,A1829,-100.594,CC(C)C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[C@](O)(Cn1ccnc1)C(C)C,
1528,A2270,-100.594,COc1ccc([C@@H](CCn2ccnc2)c2ccccc2)cc1OC,
1529,A31,-100.581,CC(C)CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
1530,A1813,-100.549,CC(C)(C)C(=O)[C@H](Cn1ccnc1)Oc1cccc(C(F)(F)F)c1,
1531,A3435,-100.546,C[C@@H](N1CC[C@@H](O)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1532,A5098,-100.543,CCC[C@@H](C)C(=O)[C@@H](Oc1ccc(F)cc1)n1ccnc1,
1533,A3200,-100.538,CN(Cc1ccccc1)Cc1cccc2cc[nH]c12,
1534,A3427,-100.535,CCCCN(C(C)C)[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1535,A1773,-100.533,O=C(C1CCC1)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl,
1536,A2300,-100.533,CC(C)[C@H](Cn1ccnc1)c1ccc(c2ccccc2)cc1,
1537,A3350,-100.530,COC(=O)[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1538,A3567,-100.527,C[C@H](N1Cc2ccsc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1539,A832,-100.526,CC[C@H](Cc1ccc(C(C)C)cc1)CN1C[C@H](C)O[C@@H](C)C1,
1540,A437,-100.514,Clc1ccc(COc2ccccc2CCn2ccnc2)cc1,
1541,A4465,-100.508,CCN(Cc1ccco1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1542,A6544,-100.507,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(CC3CC3)C(=O)C2)C(=O)[C@@H](C)C1,
1543,A3544,-100.503,C[C@@H](N1CC[C@](C)(C(=O)NC2CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1544,A3166,-100.494,COc1cc(CN(C)Cc2cccc3ccccc23)cc(OC)c1OC,
1545,A1859,-100.493,CC(C)CC(=O)[C@@H](Cn1ccnc1)Oc1ccc(Cl)c(Cl)c1,
1546,A3301,-100.491,CC[C@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1547,A837,-100.487,CC[C@@H](C)c1ccc(C[C@@H](CC)N2C[C@@H](C)O[C@@H](C)C2)cc1,
1548,A2281,-100.483,Cc1ccc([C@@H](CCn2ccnc2)c2ccccc2)c(C)c1,
1549,A2604,-100.483,CN(C)c1nc2ccc(OCCCN3CCC(C)(C)CC3)cc2s1,
1550,A1614,-100.474,CCN(CC)CCCOC(=O)c1ccc2ccccc2c1,
1551,A2100,-100.474,Clc1ccc([C@@H](Cn2ccnc2)OCCN2CCOCC2)c(Cl)c1,
1552,A1727,-100.469,CCOc1c(C(=O)OCCN(CC)CC)cccc1c1ccccc1,
1553,A3325,-100.468,COC(=O)[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1554,A2308,-100.459,Brc1ccc([C@@H](OCCn2ccnc2)c2ccccc2)cc1,
1555,A903,-100.458,C[C@@H]1CN(C[C@@H](O)Cc2ccc(C(C)(C)C)cc2)C[C@H](C)O1,
1556,A846,-100.452,C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1CCO[C@@H](C)C1,
1557,A1927,-100.452,CC(C)c1nc2ccccc2n1Cc1ccc(Cl)cc1,
1558,A277,-100.451,CCCCCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1,
1559,A2320,-100.447,Fc1ccc([C@@H](Cn2ccnc2)c2cccc(Cl)c2)cc1,
1560,A2503,-100.429,Cc1ccc(/C=C/CN(C)Cc2ccccc2)cc1,
1561,A25,-100.425,OCCN(Cc1ccncc1)C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1,
1562,A1801,-100.424,CC(C)(C)CC(=O)[C@@H](Cn1ccnc1)Oc1cccc(Cl)c1,
1563,A1003,-100.422,CCOC(=O)Cc1cncn1[C@H]1CCc2ccccc12,
1564,A1060,-100.422,CCOC(=O)CCc1cncn1[C@@H]1CCc2ccccc12,
1565,A1034,-100.413,CN(Cc1ccccc1)C(=O)c1cncn1[C@H]1CCCc2ccccc12,
1566,A3503,-100.412,C[C@@H](N1CC[C@](C)(F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1567,A1107,-100.412,CCOC(=O)c1cncn1[C@H]1C[C@H](C(C)C)Cc2ccccc12,
1568,A1595,-100.406,CCN(CC)CCOc1ccccc1c1ccccc1,
1569,A5963,-100.395,CCCCCCCCN[C@H](C)[C@H](O)c1ccc(Cl)cc1,
1570,A4365,-100.394,Clc1ccc([C@@H](CCn2ccnc2)OCC2CC2)c(Cl)c1,
1571,A1606,-100.383,CCN(CC)CCCOC(=O)c1ccc(c2ccccc2)cc1,
1572,A1647,-100.381,CCN(CC)CCCC(=O)c1ccccc1c1ccccc1,
1573,A1622,-100.371,CCN(CC)CCOC(=O)c1ccccc1c1ccccc1,
1574,A163,-100.367,CCCn1cc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cn1,
1575,A359,-100.359,Ic1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1,
1576,A2328,-100.357,N#Cc1ccc([C@@H](Cn2ccnc2)c2ccc(Br)cc2)cc1,
1577,A3594,-100.354,C[C@@H](N1CCC[C@@](C)(O)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1578,A3455,-100.350,C[C@@H](N1CCN(C2CCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1579,A3831,-100.346,CCCCCCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
1580,A5138,-100.344,CCC[C@@H](CC)C(=O)[C@H](Oc1ccc(Cl)cc1)n1ccnc1,
1581,A1170,-100.341,CCOC(=O)c1cncn1[C@@H]1CCCc2cc(C(F)(F)F)ccc12,
1582,A5997,-100.339,CCCCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
1583,A4694,-100.336,Cc1ccccc1CN(C)C/C=C/C#CC(C)(C)O,
1584,A1838,-100.333,CC(C)(C)CC(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl,
1585,A3192,-100.326,COc1ccc(CN(C)Cc2cccc3ncccc23)cc1,
1586,A2365,-100.326,OCCC#Cc1ccc([C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
1587,A6208,-100.320,CCCCN[C@H](C)[C@@H](O)Cc1ccc(SC(C)C)cc1,
1588,A2807,-100.320,CN(C)Cc1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
1589,A3338,-100.319,CC(=O)O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1590,A2043,-100.312,Cc1cccc(CO[C@@H]2c3ccccc3S[C@@H]2Cn2ccnc2)c1,
1591,A914,-100.308,CC[C@H]1CN(C[C@@H](C)Cc2ccc(C(C)(C)C)cc2)CCO1,
1592,A6099,-100.307,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(Cl)cc1,
1593,A1555,-100.299,c1ccc(CN2CCSN(Cc3ccccc3)C2)cc1,
1594,A260,-100.284,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccccc2)cc1,
1595,A1653,-100.278,CCN(CC)CCOC(=O)c1c(O)c2ccccc2n1C,
1596,A3666,-100.268,C[C@@H](N1Cc2cccc(F)c2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1597,A4631,-100.267,NC(c1ccccc1)(c1ccccc1)[C@H](c1ccccc1)n1cncn1,
1598,A1362,-100.267,CCOC(=O)c1cncn1[C@H]1CC[C@@H](CO)c2ccccc12,
1599,A4355,-100.266,COCCOC[C@H](O)COc1ccc(Cl)cc1,
1600,A3347,-100.262,CC(C)C[C@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1601,A1652,-100.255,CC(C)N(CCOC(=O)c1ccccc1c1ccccc1)C(C)C,
1602,A1774,-100.251,CCC(CC)C(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1C,
1603,A5047,-100.236,CCCC(C)(C)C(=O)[C@@H](Oc1ccccc1)n1ccnc1,
1604,A1808,-100.236,CC(C)(C)CC(=O)[C@@H](Cn1ccnc1)Oc1ccccc1Cl,
1605,A3731,-100.233,C[C@@H](N1CCN(C)CC1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,
1606,A1760,-100.224,CC(C)CC(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl,
1607,A3537,-100.223,C[C@@H](N1Cc2ccc(F)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1608,A3775,-100.222,C[C@H](N1C[C@@H]2CC[C@H]1C2)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1609,A1241,-100.220,CCCn1c(C(=O)OCC)cnc1[C@H]1CCCc2ccccc12,
1610,A3124,-100.218,CSCC[C@H](Cn1ccnc1)OCc1ccc(Cl)cc1,
1611,A5902,-100.217,CCC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)O)O,
1612,A1940,-100.212,C[C@H](O)c1nc2ccccc2n1Cc1ccc(Cl)cc1,
1613,A1672,-100.211,CCN(CC)CCOC(=O)c1ncccc1c1ccccc1,
1614,A4502,-100.203,O[C@@](CNCCCF)(Cn1cncn1)c1ccc(F)cc1F,
1615,A6092,-100.200,CCN(CC)CCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
1616,A245,-100.193,CCCCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,
1617,A930,-100.187,CCC(C)(C)c1ccc(C[C@H](O)CN2C[C@@H](C)O[C@H](C)C2)cn1,
1618,A1951,-100.177,COc1ccc(Cn2c(CC(=O)N)nc3ccccc23)cc1,
1619,A891,-100.176,CCC(C)(CC)c1ccc(CCCN2C[C@@H](C)O[C@H](C)C2)cc1,
1620,A5886,-100.173,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)COCCO,
1621,A3392,-100.158,CN(C)[C@@H](c1ccc(c2ccccc2)cc1)n1ccnc1,
1622,A5957,-100.158,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(C)cc1,
1623,A1511,-100.157,CN(C)c1ccc(C(C)(O)c2ccc(N(C)C)cc2)cc1,
1624,A4408,-100.153,CC(C)NCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
1625,A2302,-100.149,Brc1cccc([C@@H](Cn2ccnc2)c2ccccc2)c1,
1626,A6006,-100.143,CCCCCCCCN[C@H](C)[C@H](O)c1ccc(OC)cc1,
1627,A3353,-100.142,CCCS[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1628,A1881,-100.140,CCCC(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1CC,
1629,A2564,-100.140,CN(C/C=C/c1ccccc1)C[C@H](O)c1ccccc1,
1630,A4310,-100.118,CC(C)(C)c1ccc(OC[C@H](CO)COC(=O)N)cc1,
1631,A457,-100.117,C[C@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1,
1632,A1779,-100.108,Cc1ccc(CO[C@H](Cn2ccnc2)C(=O)C(C)(C)C)cc1,
1633,A2571,-100.103,COc1ccc(CCN(C)C/C=C/c2ccccc2)cc1,
1634,A4652,-100.095,OCCCC(c1ccccc1)(c1ccccc1)n1ccnc1,
1635,A895,-100.094,CCC(C)(C)c1ccc(C[C@H](C)CN2C(=O)CS[C@@H]2C)cc1,
1636,A2231,-100.087,N#Cc1ccc([C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
1637,A2495,-100.087,CN(C/C=C/c1ccc(Br)cc1)Cc1ccccc1,
1638,A3441,-100.083,C[C@@H](N1CCCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1639,A818,-100.083,CCC(C)(C)c1ccc(C/C=C/CN2C[C@@H](C)O[C@@H](C)C2)cc1,
1640,A6119,-100.082,CC[C@@H](C)NC[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
1641,A5131,-100.080,CCCC(C)(C)C(=O)[C@@H](Oc1cccc(C)c1)n1ccnc1,
1642,A1771,-100.078,CC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1ccc(Cl)c(C(F)(F)F)c1,
1643,A2256,-100.073,Clc1cccc([C@@H](Cn2ccnc2)c2ccccc2)c1,
1644,A1205,-100.072,CCOC(=O)c1cncn1[C@H]1C[C@H](c2ccccc2)Cc2ccccc12,
1645,A3357,-100.065,CCS[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1646,A1950,-100.062,CCc1nc2ccccc2n1Cc1cccc(Cl)c1,
1647,A316,-100.060,Clc1cccc(CO[C@@H](Cn2ccnc2)c2ccccc2)c1,
1648,A5018,-100.059,CC[C@@H](Oc1ccc(Cl)cc1)C(=O)C(C)(C)n1ccnc1,
1649,A61,-100.058,Clc1ccccc1[C@@H](Cn1ccnc1)OCc1ccccc1,
1650,A817,-100.043,CCC(C)(C)c1ccc(C[C@@H](C)CN2C[C@@H](C)O[C@@H](C)C2)c(C)c1,
1651,A3470,-100.042,C[C@H](N1CC[C@@](C)(O)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1652,A894,-100.042,CC[C@H](Cc1ccc(C(=O)C(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1,
1653,A2236,-100.040,Clc1ccc([C@@H](CCn2ccnc2)c2ccccc2)cc1,
1654,A2889,-100.037,CCC[C@@](C)(O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
1655,A5853,-100.028,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NCc1ccccc1,
1656,A239,-100.005,OCC[C@@]1(c2ccc(Cl)cc2)O[C@H]1c1ccc(Cl)cc1Cl,
1657,A1106,-100.002,CCOC(=O)Cn1cncc1[C@@H]1CCc2ccccc12,
1658,A1973,-100.001,Cc1ccc(CO[C@H]2c3cc(F)ccc3S[C@@H]2Cn2ccnc2)cc1,
1659,A990,-99.995,CCOC(=O)CCCc1cncn1[C@@H]1CCCc2ccccc12,
1660,A2239,-99.988,Cc1ccc([C@H](CCn2ccnc2)c2ccccc2)cc1C,
1661,A4466,-99.988,C[C@@H]1CCN(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
1662,A310,-99.981,COc1ccc([C@@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1,
1663,A4023,-99.968,CCCOC(=O)CC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
1664,A1488,-99.967,O=C(O)CCCCc1cncn1[C@H]1CCCc2ccccc12,
1665,A5815,-99.964,CCC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)O)O,
1666,A2489,-99.962,CN(C/C=C/c1ccccc1)Cc1cccc(F)c1,
1667,A1754,-99.957,CC(C)(C)CC(=O)[C@@H](Cn1ccnc1)Oc1ccc(Cl)cc1,
1668,A2478,-99.934,CN(C/C=C/c1ccc(Cl)cc1)Cc1ccccc1,
1669,A1792,-99.934,CCCCCC(=O)[C@@H](Cn1ccnc1)Oc1ccc(Cl)cc1C,
1670,A4682,-99.924,C=CCCN(C)Cc1cccc2ccccc12,
1671,A42,-99.896,CC(C)CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
1672,A3302,-99.886,CS[C@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1673,A766,-99.879,CCC(C)(CC)c1ccc(CCN2C[C@@H](C)O[C@@H](C)C2)cc1,
1674,A2334,-99.874,Cc1ccc([C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
1675,A2480,-99.871,CN(CC/C=C/c1ccccc1)Cc1ccccc1,
1676,A1576,-99.866,N=C1SCN(Cc2ccc(Cl)cc2)CN1Cc1ccccc1,
1677,A2385,-99.862,Cc1ccc([C@@H](Cn2ccnc2)c2cccc(C)c2)cc1,
1678,A5126,-99.861,O=C([C@H](Oc1ccc(Cl)cc1)n1ccnc1)N1CCCCC1,
1679,A3139,-99.858,COc1ccccc1CN(C)Cc1ccc(C)cc1,
1680,A3662,-99.851,C[C@@H](N1C[C@H]2CC[C@@H]1C2)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1681,A866,-99.847,C[C@H](Cc1ccc(CC(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,
1682,A175,-99.839,CCn1cc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cn1,
1683,A5039,-99.828,O=C(Oc1ccc(Cl)cc1)[C@@H](CC1CC1)n1ccnc1,
1684,A918,-99.825,C[C@H](CCc1ccc(C(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1,
1685,A346,-99.821,Brc1ccc(CO[C@H](Cn2ccnc2)c2ccccc2)cc1,
1686,A2531,-99.820,CN(C/C=C/c1ccccc1Cl)Cc1ccccc1,
1687,A2585,-99.814,CN(C/C=C/c1ccccc1)CCc1ccccn1,
1688,A2355,-99.810,N#Cc1ccc([C@@H](Cn2ccnc2)c2ccccc2F)cc1,
1689,A2605,-99.808,CN(C)CCOc1ccc2nc(CCCC(C)(C)C)sc2c1,
1690,A2260,-99.804,COc1ccc([C@H](CCn2ccnc2)c2ccccc2)cc1,
1691,A3380,-99.799,CC(=O)O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
1692,A3462,-99.790,C[C@@H](N(C)[C@H]1CC[C@H](O)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1693,A3680,-99.785,C=CCN(C(=O)C)[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1694,A6180,-99.785,CCCCN(C)C[C@H](O)c1ccc(SC(C)C)cc1,
1695,A1299,-99.779,Clc1ccc2c(c1)CC[C@@H](n1ccnc1)c1ccccc1CC2,
1696,A3698,-99.769,C[C@@H](N1CC[C@@](O)(c2nccs2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1697,A927,-99.766,CCC(C)(C)c1ccc(C[C@H](O)CN2C[C@@H]3C[C@H]2CO3)cc1,
1698,A1396,-99.763,CCOC(=O)c1cncn1[C@H]1C[C@]2(C)C[C@H]1c1ccccc1O2,
1699,A2092,-99.760,CCCCCO[C@@H](Cn1ccnc1)c1ccc(F)cc1Cl,
1700,A448,-99.760,Fc1cccc(COc2ccccc2C(=C2CC2)n2ccnc2)c1,
1701,A2590,-99.758,CN(C/C=C/c1ccc(F)cc1)Cc1ccccc1O,
1702,A4494,-99.755,O=C1CCN(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)C1,
1703,A2370,-99.750,Fc1ccc([C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
1704,A4516,-99.749,Cc1cccn1C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,
1705,A3466,-99.743,C[C@@H](N1CCc2cc(C#N)ccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1706,A646,-99.743,OCCOc1ccccc1COc1ccc(Cl)cc1,
1707,A22,-99.740,OCCCN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1cccc(O)c1,
1708,A890,-99.733,CCC(C)(C)c1ccc(C[C@H](C)CN2C(=O)COC(C)(C)C2=O)cc1,
1709,A2056,-99.726,Fc1ccc2c(c1)[C@H](OCc1ccc(F)c(F)c1)[C@@H](Cn1ccnc1)CS2,
1710,A901,-99.708,C[C@@H](Cc1ccc([C@@H](C)O)cc1)CN1C[C@@H](C)O[C@H](C)C1,
1711,A4504,-99.701,O[C@@](CN1CCC(F)(F)CC1)(Cn1cncn1)c1ccc(F)cc1F,
1712,A5010,-99.699,O=C([C@@H](Oc1ccc(Cl)cc1)n1ccnc1)N1CCCCC1,
1713,A5115,-99.697,CC(C)(C)CC(=O)[C@H](Oc1ccc(F)cc1)n1ccnc1,
1714,A1467,-99.693,CCCc1cn([C@H]2CCCc3ccccc23)c(C(=O)OCC)n1,
1715,A2029,-99.690,Cc1ccc(CCO[C@H]2c3cc(F)ccc3S[C@@H]2Cn2ccnc2)cc1,
1716,A3454,-99.687,C[C@@H](N1Cc2ccccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1717,A2552,-99.687,CN(C/C=C/c1ccccc1)Cc1ccccc1N(C)C,
1718,A1187,-99.682,CC(C)(C)OC(=O)c1cncn1[C@H]1CCCc2ccccc12,
1719,A4447,-99.680,CN(C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F)C1CC1,
1720,A876,-99.679,CC[C@H](Cc1ccc(C(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,
1721,A6124,-99.674,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(Cl)c(OC)c1,
1722,A6190,-99.673,CCCCCCCCN[C@@H](C)[C@@H](O)c1cccc(Cl)c1,
1723,A4437,-99.670,CN(Cc1ccccn1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1724,A2867,-99.669,CN1CCN(Cc2ccc([C@](O)(c3ccc(Cl)cc3)C3CC3)cc2)CC1,
1725,A2148,-99.665,C[C@H](Cc1ccccc1)N(C)C(=S)Oc1ccc2c(c1)CCC2,
1726,A4525,-99.665,O[C@@](CNC1CCC1)(Cn1cncn1)c1ccc(F)cc1F,
1727,A898,-99.659,CCC(C)(CC)c1ccc(C[C@@H](O)CN2C[C@@H](C)O[C@@H](C)C2)nc1,
1728,A23,-99.657,C[C@H](C(=O)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccccc1,
1729,A1468,-99.656,CCOC(=O)c1cncn1[C@@H]1C[C@H]2Cc3ccccc3[C@@H]12,
1730,A5090,-99.650,CCC[C@H](C)C(=O)[C@@H](Oc1ccc(Cl)cc1)n1ccnc1,
1731,A3402,-99.646,CC(C)[C@@H](c1ccc(c2ccccc2)cc1)n1ccnc1,
1732,A5059,-99.631,CCC[C@@H](C(=O)[C@@H](Oc1ccc(Cl)cc1)n1ccnc1)C(C)C,
1733,A1877,-99.629,CCCC(=O)[C@H](Cn1ccnc1)Oc1ccc(CC)cc1Cl,
1734,A3556,-99.628,C[C@H](N1CCCCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1735,A2915,-99.624,CCN(CC)C(=O)c1cccc([C@](O)(c2ccc(Cl)cc2)C2CC2)c1,
1736,A3530,-99.618,C[C@@H](N1CCC(C)(C)CC1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1737,A893,-99.613,C[C@@H](Cc1ccc(C2CCCC2)cc1)CN1C[C@@H](C)O[C@@H](C)C1,
1738,A1310,-99.607,CN(C)CCCN[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
1739,A6107,-99.606,CCCCCCCCN[C@@H](C)[C@@H](O)c1cccc(C)c1,
1740,A2549,-99.592,Cc1ccccc1/C=C/CN(C)Cc1ccccc1,
1741,A2511,-99.590,CN(C/C=C/c1ccccc1)CCc1ccccc1,
1742,A2161,-99.589,C[C@H](COc1ccc2c(c1)CCC2)N(C)c1ccccc1,
1743,A1035,-99.587,CCOC(=O)c1cncn1[C@@H]1C[C@H](O)Cc2ccccc12,
1744,A6043,-99.582,CCCCCCCCN[C@H](C)[C@@H](O)c1cccc(C)c1,
1745,A628,-99.567,CCCN(CCO)CCOc1ccc(Cl)cc1,
1746,A2994,-99.556,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CN(c2ccccn2)C1,
1747,A3705,-99.552,COCCN(C(C)C)[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1748,A2909,-99.549,CN1CCN(c2ccc([C@](O)(c3ccc(Cl)cc3)C3CCC3)cc2)CC1,
1749,A1332,-99.516,CN(C)CCNC(=O)[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
1750,A2048,-99.504,Fc1ccc2c(c1)[C@@H](OCCOCC1CC1)[C@H](Cn1ccnc1)S2,
1751,A1844,-99.493,Cc1ccc(C(C)(C)C)c(O[C@H](Cn2ccnc2)C(=O)C(C)C)c1,
1752,A1833,-99.492,Cc1cccc(O[C@H](Cn2ccnc2)C(=O)C(C)(C)C)c1,
1753,A5042,-99.487,CCC(CC)C(=O)[C@H](Oc1ccc(F)cc1)n1ccnc1,
1754,A6036,-99.485,CCCCCCCCN[C@H](C)[C@H](O)c1cc(C)cs1,
1755,A184,-99.484,CC[C@](c1ccccc1)(c1ccncc1)c1ccc(F)cc1,
1756,A1800,-99.473,CCN(CC)C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)C(C)(C)C,
1757,A2855,-99.465,O[C@H](c1ccc(Cl)cc1)[C@](O)(c1ccc(Cl)cc1)[C@H]1CC[C@@H](O)CC1,
1758,A24,-99.465,O=C(Oc1ccc2c(c1)[C@H]1CC[C@@H]2C1)N(CCO)c1ccccc1,
1759,A843,-99.463,CC[C@@H](Cc1ccc(CC(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1,
1760,A2757,-99.462,O[C@](Cc1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,
1761,A3691,-99.461,C[C@@H](N1Cc2ccc(Br)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
1762,A273,-99.445,CCCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,
1763,A2307,-99.445,C[C@H](c1ccccc1)[C@H](Cn1ccnc1)c1ccccc1,
1764,A6204,-99.439,CCCCNC[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
1765,A6027,-99.437,CC(C)CCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
1766,A2294,-99.423,Fc1ccc([C@@H](Cn2ccnc2)c2cccc(F)c2)cc1,
1767,A5118,-99.420,CCCC(C)(C)C(=O)[C@H](Oc1ccccc1Cl)n1ccnc1,
1768,A2735,-99.418,NCc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
1769,A4049,-99.413,CC1=CC(=O)[N+](C(=C1)[C@@H]1CCC[C@@H](c2cccc(O)c2)C1)O,
1770,A6548,-99.411,CCC[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@H]1C,
1771,A1485,-99.409,CCOC(=O)c1cncn1[C@@H]1C[C@]2(C)Cc3ccccc3[C@H]1C2,
1772,A2356,-99.404,Cc1ccc([C@@H](Cn2ccnc2)c2cccc(F)c2)cc1,
1773,A6012,-99.399,CCCCCCCCN[C@H](C)[C@H](OC)c1ccc(OC)cc1,
1774,A1393,-99.399,CCOC(=O)c1cncn1[C@@H]1C[C@H](c2ccccc2)Cc2ccccc12,
1775,A4587,-99.390,C=C(C)CCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
1776,A2099,-99.387,O=C(O[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)C1CCC1,
1777,A4673,-99.385,O[C@@H](Cc1ccc(Cl)cc1Cl)Cn1ccnc1,
1778,A2108,-99.384,Clc1ccc([C@H](Cn2ccnc2)OC/C=C/C2CC2)c(Cl)c1,
1779,A1775,-99.379,CC(C)C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)CCn1ccnc1,
1780,A1767,-99.375,CC(C)CC(=O)[C@H](Cn1ccnc1)Oc1ccccc1Cl,
1781,A1663,-99.372,CCN(CC)CCOC(=O)c1nc(c2ccccc2)ccc1OC,
1782,A4823,-99.370,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Cc1cccc(O)c1,
