SN,Molecule,Binding energy (kcal/mol),SMILES,
4892,A967,-86.260,CCOC(=O)c1cncn1[C@@H]1CCCc2ncccc12,
4893,A3867,-86.251,CC1=CC(=O)[N+](C(=C1)[C@@H]1CCC[C@H](CO)C1)O,
4894,A2317,-86.250,O[C@H](CCn1ccnc1)c1ccc(Br)cc1,
4895,A6575,-86.246,C[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)CC[C@H]1O,
4896,A2339,-86.237,COC[C@H](Cn1ccnc1)c1ccc(Br)cc1,
4897,A6585,-86.235,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)CC[C@@H]1C,
4898,A1277,-86.227,OC[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
4899,A395,-86.222,CCCOC(=O)c1ccc(C(C)C)cc1,
4900,A2438,-86.221,CCOC(=O)[C@H](CC)NC(=O)c1ccc(O)cc1,
4901,A10,-86.212,CN(C(=S)Oc1ccc2c(c1)[C@H]1CC[C@@H]2C1)C(C)(C)C,
4902,A4158,-86.208,NC(=O)OC[C@@H](O)COc1ccccc1Cl,
4903,A5320,-86.202,N[C@@H](CCCc1ccccc1)C(=O)O,
4904,A2753,-86.186,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@H]1COCCO1,
4905,A4790,-86.179,CCC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
4906,A5257,-86.175,CCC(CC)C(=O)CCc1ccccc1,
4907,A2785,-86.170,CC(C)(O)CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4908,A4320,-86.165,NC(=O)OC[C@H](O)COc1ccc(Br)cc1F,
4909,A3020,-86.160,C[C@H](O)c1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCNCC2)cc1,
4910,A4317,-86.153,CCSC[C@@H](O)COc1ccc(Cl)cc1,
4911,A1273,-86.149,O[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
4912,A4753,-86.146,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Nc1ccccc1,
4913,A4296,-86.143,Cc1cc(Cl)ccc1OC[C@H](O)COC(=O)N,
4914,A4886,-86.126,CO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@H]2CC[C@@H]3C(=O)O,
4915,A194,-86.126,C/C(=C\C=C/C(=O)N1CCCC1=O)/[C@H](O)CCC(C)C,
4916,A1091,-86.124,CCOC(=O)c1cncn1[C@H]1CCCc2ncccc12,
4917,A2255,-86.108,O[C@H](Cn1ccnc1)c1ccc(Br)cc1,
4918,A5288,-86.104,O=C(O)CCCCCOCc1ccccc1,
4919,A5742,-86.100,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NC(=O)C(C)C,
4920,A3799,-86.098,O=C1C=C(C(F)(F)F)C=C(C2CCCCC2)[N+]1O,
4921,A1619,-86.088,CCN(CC)CCNC(=O)c1c(O)cccc1c1ccccc1,
4922,A1032,-86.088,CCOC(=O)c1cncn1[C@@H]1CC(C)(C)Cc2ccccc12,
4923,A4009,-86.088,CC1=C(C(=O)[N+](C(=C1)C1CCCCC1)N)Cl,
4924,A3888,-86.087,CC1=CC(=O)[N+](C(=C1)[C@H]1CCCC[C@@H]1N)O,
4925,A4139,-86.081,NC(=O)OC[C@@H](O)COc1ccccc1Cl,
4926,A4250,-86.078,CC(C)(COc1ccc(Cl)cc1)[C@H](O)COC(=O)N,
4927,A6482,-86.069,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@@H]1C,
4928,A5192,-86.065,O=C(O)CCCC(=O)Cc1ccccc1,
4929,A5755,-86.065,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC#N)O,
4930,A6461,-86.056,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)[C@@H]1O,
4931,A3887,-86.044,COC1=CC(=O)[N+](C(=C1)C1CCCC1)O,
4932,A403,-86.035,CCCCOC(=O)c1ccc([C@@H](C)O)cc1,
4933,A4064,-86.034,CC1=CC(=O)[N+](C(=C1)[C@@H]1CCC[C@@H](N)C1)O,
4934,A4236,-86.023,NC(=O)OC[C@@H](O)COc1cccc(C(=O)O)c1,
4935,A3058,-86.023,O[C@H]1CC[C@@H](C(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,
4936,A4995,-86.021,CCCNC(=O)[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
4937,A132,-86.019,C#C/C=C(/c1ccccc1OCC(C)C)\n1ccnc1,
4938,A4011,-86.016,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)C#N,
4939,A4307,-86.016,C[C@H](COC(=O)N)COc1cccc(Cl)c1,
4940,A3709,-86.013,C[C@H](N1CCNCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
4941,A4195,-85.973,NC(=O)OC[C@H](O)COc1ccc(Cl)c(Cl)c1,
4942,A2712,-85.972,C[C@](O)(c1ccc(F)cc1)c1ccc(Cl)cc1,
4943,A2861,-85.972,CC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4944,A3782,-85.970,CC1=C(C(=O)[N+](C(=C1)C1CCCCC1)O)C,
4945,A2894,-85.966,CCC(O)(CC)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
4946,A4025,-85.961,NC(=O)CCCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
4947,A4179,-85.948,Cc1cc(C)cc(OC[C@@H](O)COC(=O)N)c1,
4948,A6132,-85.946,CCCCN[C@@H](C)[C@H](O)c1ccc(OC)cc1,
4949,A3864,-85.946,CC1=CC(=O)[N+](C(=C1)C1CCCCCCC1)N,
4950,A4309,-85.945,NC(=O)OC[C@@H](O)COc1cccc(I)c1,
4951,A5211,-85.941,O=C(O)C[C@H](O)CCCc1ccccc1,
4952,A6662,-85.938,CC[C@H]1C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
4953,A1632,-85.937,CCN(CC)CCOC(=O)c1ccccc1I,
4954,A3025,-85.936,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1[C@H]2CC[C@@H]1OC2,
4955,A4873,-85.926,CC(=O)O[C@]1(C)C=C[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
4956,A4743,-85.920,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(O)C(=O)O,
4957,A6412,-85.911,C[C@H]1C[C@@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
4958,A3878,-85.907,CC1=CC(=O)[N+](C(=C1)[C@H]1CCCC(C)(C)C1)O,
4959,A4922,-85.906,CCCC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
4960,A3996,-85.898,CCCCOC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
4961,A6617,-85.883,CCC[C@@H]1CC(=O)[C@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,
4962,A6453,-85.879,CC1(C)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
4963,A4341,-85.877,NC(=O)OC[C@H](O)COCc1ccc(Br)cc1,
4964,A4172,-85.876,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1Cl,
4965,A1246,-85.875,CC(=O)c1c(C)ncn1[C@@H]1CCCc2ccccc12,
4966,A4974,-85.866,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H](CC[C@@H]2C)C3=O,
4967,A2837,-85.859,O[C@@H]1CCCC[C@@H]1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
4968,A2765,-85.859,C[C@@](O)(c1ccc(O)cc1)c1ccc(Cl)cc1,
4969,A5927,-85.859,CCOC(=O)CCCc1ccc(OC)cc1,
4970,A2456,-85.858,CN[C@H](C)CS[C@H](C[N](=O)O)c1ccccc1Cl,
4971,A3907,-85.854,C[N+]1C(=CC(=CC1=O)C(C)(C)C)C1CCCCC1,
4972,A5977,-85.852,CCCCN[C@@H](C)[C@H](O)c1ccc(SC)cc1,
4973,A5305,-85.848,O=C(O)CCCCNCc1ccccc1,
4974,A995,-85.848,Cn1cncc1[C@H]1CCCc2ccccc12,
4975,A4168,-85.848,NC(=O)OC[C@H](O)COc1ccccc1F,
4976,A5712,-85.840,CC1=C([N+](C(=O)C(=C1)O)O)C[C@H](C)CC(C)(C)C,
4977,A4875,-85.832,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@H]2CC[C@@H]3C,
4978,A3913,-85.830,O=C1C=C(C(F)(F)F)C=C(C2CCCC2)[N+]1O,
4979,A1015,-85.826,CCOC(=O)c1cnc(Br)n1[C@H]1CCCc2ccccc12,
4980,A4229,-85.825,C[C@](CF)(COc1ccc(Cl)cc1)OC(=O)N,
4981,A5700,-85.825,CC[C@H](C)CC1=CC(=CC(=O)[N+]1O)C,
4982,A3048,-85.824,COC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCCN1,
4983,A2751,-85.822,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@H]1CCCCN1,
4984,A3958,-85.810,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)NC(=O)CO,
4985,A4000,-85.809,CC1=CC(=O)[N+](C(=C1)[C@@H]1C[C@H]2CC[C@@H]1C2)O,
4986,A4940,-85.804,C=C(CO)[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
4987,A4630,-85.792,CNC(c1ccccc1)(c1ccccc1)c1ccccc1,
4988,A5967,-85.787,CCCCN[C@H](C)[C@H](O)c1ccc(SC)cc1,
4989,A391,-85.785,CCCCOC(=O)c1ccc(C)cc1,
4990,A6098,-85.783,CN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
4991,A1430,-85.783,CCOC(=O)c1cncn1[C@@H]1CCc2cccnc12,
4992,A1156,-85.782,CCOC(=O)c1cncn1[C@H]1CCCc2cccc(OC)c12,
4993,A1342,-85.777,O=C1CCc2ccccc2[C@@H]1n1ccnc1,
4994,A2220,-85.776,CC(C)CCC(=O)c1ccc(O)cc1,
4995,A670,-85.775,CC(C)CC(=O)OCCOc1ccc(Cl)cc1,
4996,A4767,-85.775,CCNC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
4997,A6218,-85.752,CCCN[C@@H](C)[C@@H](O)c1ccc(SC)cc1,
4998,A2694,-85.742,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCOCC1,
4999,A6341,-85.741,C[C@H]1CCC[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
5000,A6910,-85.725,COc1ccc(/C=C/CC(=O)CC(C)C)cc1,
5001,A4931,-85.722,CC(=O)O[C@@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)O,
5002,A3023,-85.706,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1(C2CC2)COC1,
5003,A5340,-85.703,N[C@@H](CC(=O)O)Cc1ccccc1,
5004,A5310,-85.683,CC[C@@H](CO)NC(=O)CCc1ccccc1,
5005,A6633,-85.679,C[C@@H]1C[C@@H]([C@@H](O)C[C@@H]2CC(C)(C)CCC2=O)C(=O)[C@@H](C)C1,
5006,A6723,-85.673,CC(=CCC/C(=C/[C@H](O)C(C)C)/C)C,
5007,A6670,-85.670,C[C@@H]1C[C@H](C)C[C@@H]([C@H](O)C[C@@H]2CC(=O)NC(=O)[C@H]2Cc2ccccc2)C1=O,
5008,A2114,-85.670,C[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
5009,A3957,-85.667,CC(C)(C)C1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
5010,A6448,-85.663,C[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)CC[C@@H]1O,
5011,A3853,-85.660,O=C1C=C(O)C=C(C2CCCC2)[N+]1O,
5012,A3995,-85.660,O=C1C=C(C2CCCCC2)C=C([C@H]2CCCNC2)[N+]1O,
5013,A5809,-85.652,COC1=C([N+](C(=O)C=C1C)O)C[C@H](C)CC(C)(C)C,
5014,A1041,-85.650,COC(=O)c1cncn1[C@@H]1CCc2ccccc12,
5015,A4010,-85.646,CN(C)CC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
5016,A5599,-85.638,O=C1C=C2CCC[C@H]3C[C@@]2(O1)[C@H]1CCCCN31,
5017,A6561,-85.628,C[C@@H]1C[C@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
5018,A5708,-85.618,CC1=CC(=O)[N+](C(=C1)CC(C)(C)CC#N)O,
5019,A2210,-85.618,NCCS[C@@H](CBr)c1ccccc1Cl,
5020,A6840,-85.616,C/C=C/c1ccc(OCCN(C)C)cc1,
5021,A6359,-85.612,C[C@@H]1CC(=O)[C@@H](C[C@H](O)[C@@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O,
5022,A2696,-85.610,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCNCC1,
5023,A6547,-85.607,C[C@@H]1C=CC[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
5024,A5241,-85.606,O=C(CCc1ccccc1)NCCO,
5025,A5222,-85.598,O=C(O)CC(=O)NCCCc1ccccc1,
5026,A2666,-85.592,CN(CCO)C(=O)c1ccccc1,
5027,A2922,-85.589,Cc1cc([C@](O)(c2ccc(Cl)cc2)C2CC2)no1,
5028,A602,-85.579,CC(C)NC(=O)c1ccc(OCCO)cc1,
5029,A4286,-85.576,O=C(CCl)NC[C@@H](O)COc1ccc(Cl)cc1,
5030,A5558,-85.575,CC(=CCC1=CC[C@@](O)(C(C)C)CC1)C,
5031,A198,-85.575,CC[C@H](C)/C(=C/C=C\C(=O)N1CCCC1=O)/C,
5032,A1633,-85.572,O=C(NCC1CC1)c1cccc(c2ccccc2)c1O,
5033,A4869,-85.571,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(CO)C(=O)O,
5034,A217,-85.564,C/C(=C\C=C/C(=O)N1CCCC1=O)/[C@@H](C)CO,
5035,A4411,-85.557,Cc1cc(OCC#CCN)c(Cl)cc1Cl,
5036,A4018,-85.555,NCC1=CC(=O)[N+](C(=C1)C1CCCCC1)O,
5037,A3044,-85.551,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@H]1CCCC[C@H]1O,
5038,A479,-85.544,Clc1ccc(OCCOCC2CC2)cc1,
5039,A6386,-85.540,C[C@H]1CC(=O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
5040,A4232,-85.538,NC(=O)OC[C@H](O)CNc1ccc(Cl)cc1,
5041,A5297,-85.538,C[C@H](O)CNC(=O)CCc1ccccc1,
5042,A2897,-85.524,OCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@H]1CCOC1,
5043,A3822,-85.517,CC1=CC(=O)[N+](C(=C1)[C@H]1CCCCC[C@@H]1N)O,
5044,A5642,-85.515,CC1=CC(=O)[N+](C(=C1)C[C@H](C)C(C)C)O,
5045,A4219,-85.509,NC(=O)OC[C@@H](O)COc1ccc(Br)cc1F,
5046,A2715,-85.509,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCOCC1,
5047,A1270,-85.506,CN[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
5048,A1089,-85.502,CCc1cncn1[C@@H]1CCCc2ccccc12,
5049,A6438,-85.499,CC[C@@H]1C(=O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H]1C,
5050,A6888,-85.498,CCC[C@@H](O)/C=C/c1ccc(OC)cc1,
5051,A6721,-85.498,CC(=O)CC/C=C(\C)/CCC=C(C)C,
5052,A2743,-85.493,CNCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
5053,A100,-85.493,CO/C=C(/c1ccccc1OCCC(C)C)\n1ccnc1,
5054,A5913,-85.491,CC(=O)NCC(C)(C)CC1=CC(=CC(=O)[N+]1O)C,
5055,A3950,-85.487,CC1=CC(=O)[N+](C(=C1)[C@@H]1C[C@@H]2CC[C@H]1CC2)O,
5056,A2723,-85.477,Cc1c(Cl)cccc1[C@@](O)(c1ccc(Cl)cc1)C1CC1,
5057,A3802,-85.476,CC1=C(C(=O)[N+](C(=C1)C1CCCC1)O)C,
5058,A130,-85.476,CCCCOc1ccccc1/C(=C\SC)/n1ccnc1C,
5059,A4864,-85.476,CNC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
5060,A5822,-85.473,CC1=CC(=O)[N+](C(=C1)OC[C@H](C)CC(C)(C)C)O,
5061,A4559,-85.472,CC(C)[C@H](NC(=O)c1ccccc1O)C(=O)O,
5062,A5674,-85.472,CC1=CC(=O)[N+](C(=C1)COCC(C)(C)C)O,
5063,A5158,-85.472,O=C(O)CCc1cccc(CO)c1,
5064,A3969,-85.471,CC(C)C1=CC(=O)[N+](C(=C1)C1CCCCC1)N,
5065,A4267,-85.463,Cc1c(Cl)cccc1OC[C@H](O)COC(=O)N,
5066,A4885,-85.463,COC(=O)[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)C,
5067,A396,-85.455,CCCOC(=O)c1ccc(C(C)(C)O)cc1,
5068,A960,-85.451,CNC(=O)c1cncn1[C@H]1CCCc2ccccc12,
5069,A1446,-85.445,COC(=O)c1nccn1[C@@H]1CCc2ccccc12,
5070,A4848,-85.440,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(O)C(=O)NC1CC1,
5071,A4094,-85.438,CCCCCCC(=O)OC(C)(C)CC(=O)O,
5072,A4180,-85.429,NC(=O)OC[C@@H](O)COc1cc(Cl)ccc1Cl,
5073,A4207,-85.404,CSc1ccc(OC[C@H](O)COC(=S)N)cc1,
5074,A4946,-85.402,COC(=O)C[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
5075,A6546,-85.396,CC[C@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@@H](C)[C@H]1O,
5076,A3834,-85.386,CCC1=CC(=O)[N+](C(=C1)C1CCCCCC1)O,
5077,A4739,-85.382,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)c1ccc(O)cc1,
5078,A4981,-85.380,C=C[C@@]1(O)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
5079,A4772,-85.375,CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)OC,
5080,A755,-85.374,CCCCCCCOCCCCC(=O)O,
5081,A3011,-85.371,CSC[C@](C)(O)c1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
5082,A5230,-85.367,CCOC(=O)CCCc1ccccc1,
5083,A5626,-85.366,CC1=CC(=O)[N+](C(=C1)C[C@H](C)C(C)C)O,
5084,A2408,-85.350,C[C@H](CN)C(=O)c1ccc(O)cc1,
5085,A4883,-85.343,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C1CCC1,
5086,A6483,-85.340,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@@H]1Br,
5087,A6898,-85.337,C=CCN(C)C/C=C/c1ccc(OC)cc1,
5088,A2429,-85.337,CC(C)[C@H](N)C(=O)c1ccc(O)cc1,
5089,A507,-85.333,OCCOc1ccc(OCCO)cc1,
5090,A4359,-85.332,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1O,
5091,A6699,-85.322,CCN(CC)C/C=C(\C)/CCC=C(C)C,
5092,A655,-85.316,CCCN(C)CCOc1ccc(Cl)cc1,
5093,A4942,-85.303,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C#N)C(=O)O,
5094,A4954,-85.300,CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@H]2CC[C@@H]3C(=O)OC,
5095,A4840,-85.297,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)O,
5096,A6882,-85.287,COc1ccc(/C=C\C2CCC2)cc1,
5097,A744,-85.281,CCOCCCCCCCCCC(=O)O,
5098,A4367,-85.278,N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,
5099,A1326,-85.274,CN(C)/C=N/[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12,
5100,A565,-85.267,COCCSc1ccc(OCCO)cc1,
5101,A4947,-85.265,COC(=O)C[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,
5102,A5928,-85.263,COc1ccc(/C=C/C(=O)NCCCCO)cc1,
5103,A611,-85.256,Clc1ccc(OCCNCC2CC2)cc1,
5104,A6423,-85.252,CCC[C@@H]1CC(=O)[C@@H](C[C@H](O)[C@@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O,
5105,A4169,-85.248,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,
5106,A4780,-85.243,C=CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,
5107,A4071,-85.242,CCCCCCCNC(=O)CCCCC(=O)O,
5108,A4173,-85.231,N#Cc1ccc(OC[C@@H](O)COC(=S)N)cc1,
5109,A6507,-85.226,CCC[C@H]1CC(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C[C@@H]1C,
5110,A5789,-85.225,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)Nc1ccccn1,
5111,A640,-85.221,CCC(CC)OCCOc1ccc(Cl)cc1,
5112,A5686,-85.217,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)C(C)C,
5113,A4768,-85.211,CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)O,
5114,A2252,-85.199,C[C@@H](Cn1ccnc1)[C@@H](O)c1ccc(Br)cc1,
5115,A2942,-85.198,N#CCCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
5116,A5260,-85.193,CC[C@@H](NC(=O)CCc1ccccc1)C(=O)O,
5117,A428,-85.187,C/C(=C(/OCCCCN)\c1ccc(Cl)cc1Cl)/n1ccnc1,
5118,A1557,-85.180,O=C1SCN(Cc2ccccc2)CN1c1ccccc1O,
5119,A5251,-85.179,CCCC(=O)OCCc1ccccc1,
5120,A2817,-85.177,OC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,
5121,A6824,-85.164,C=C[C@H](O)C/C=C/c1ccc(OC)cc1,
5122,A4151,-85.162,Cc1cc(Cl)ccc1OC[C@@H](O)COC(=O)N,
5123,A6702,-85.158,CC(=CCC/C(=C/CC(C)(C)O)/C)C,
5124,A6901,-85.150,COc1ccc(/C=C\[C@@H](C)O)cc1,
5125,A1296,-85.150,CC(C)c1ccc2c(c1)CCc1ccccc1[C@H]2n1ccnc1,
5126,A4892,-85.142,CO[C@@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)O,
5127,A6874,-85.141,C/C=C/[C@@H](O)c1ccc(OC)cc1,
5128,A3764,-85.135,C[C@@H](N1C[C@@H]2CC[C@H]1C2)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
5129,A2175,-85.116,N#C[C@@H](SCCN)c1ccccc1Cl,
5130,A5002,-85.114,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)NC(C)(C)C,
5131,A5993,-85.113,CCN(CC)[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1,
5132,A512,-85.112,Clc1ccc(OCCN2CCCC2)cc1,
5133,A6431,-85.109,C[C@@H]1C[C@@H]([C@H](O)C[C@H]2CC(=O)NC(=O)[C@@H](C)C2)C(=O)C(C)(C)[C@@H]1O,
5134,A5746,-85.103,CC1=CC(=O)[N+](O)C(=N1)C[C@H](C)CC(C)(C)C,
5135,A5644,-85.102,CC1=CC(=O)[NH+]C(=C1)C[C@H](C)CC(C)(C)C,
5136,A6313,-85.102,C[C@H]1CCC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
5137,A4344,-85.091,C[C@@H](OC[C@H](O)COc1ccc(Cl)cc1)C(=O)N,
5138,A4163,-85.087,CSc1ccc(OC[C@@H](O)COC(=O)N)cc1,
5139,A458,-85.076,CC(=C(c1ccccc1OCc1ccc(F)cc1)n1ccnc1)C,
5140,A6411,-85.073,CC[C@H]1C(=O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H]1C,
5141,A1708,-85.070,NCCNC(=O)c1cccc(c2ccccc2)c1O,
5142,A3937,-85.067,CC1=CC(=O)[N+](C(=C1)[C@H]1C[C@@H](O)C1)O,
5143,A6658,-85.066,CC[C@H]1CC(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C[C@@H]1C,
5144,A4793,-85.062,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@H]2C[C@@H]3C,
5145,A6427,-85.062,C[C@@H]1CCC[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,
5146,A6551,-85.060,C[C@H]1C[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C(C)(C)C1,
5147,A2800,-85.059,C[C@@](O)(c1ccc(Cl)cc1)c1ccc(Br)cc1,
5148,A4884,-85.052,CCO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)C(C)C,
5149,A6506,-85.050,C[C@H]1CC(=O)[C@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C[C@@H]1C,
5150,A4809,-85.040,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@H]2CCC3=O,
5151,A192,-85.027,N#Cc1ccc([C@@](c2ccccc2)(c2ccncc2)n2ccnc2)cc1,
5152,A1078,-85.027,CC(C)(C)c1cncn1[C@H]1CCCc2ccccc12,
5153,A6734,-85.026,C=C1[C@@H](O)C(=O)O[C@@H]2C[C@@]3(C)CCCC(=O)[C@@H]3C[C@H]12,
5154,A488,-85.024,CCCCc1ccc(OCCO)cc1,
5155,A792,-85.019,C/C(=C\c1ccc(C(C)(C)C)cc1)/CN1C[C@@H](C)O[C@@H](C)C1,
5156,A6545,-85.018,CC[C@H]1CC(=O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,
5157,A6811,-85.009,C=C(C)[C@H](C)C/C=C/c1ccc(OC)cc1,
5158,A3271,-85.008,CC(=O)OC[C@H](CNC(C)C)OC(=O)C,
5159,A4356,-85.006,C[C@@](O)(COC(=O)N)COc1ccc(Cl)cc1,
5160,A422,-85.005,C/C(=C(/OCC1CC1)\c1ccc(Cl)cc1Cl)/n1ccnc1,
5161,A4146,-85.005,NC(=O)OC[C@H](O)COc1ccc(Cl)cc1,
